"id_name","event_date","false_creation_date_per_AF_year","creation_date_per_AF_year","id","name","yes_year","dates_yes","rsvp_yes_count","dates_yes_cumsum","days_to_event","yes_day","yes_month","dates_yes_otheryear","relative_today_cumsum","yes_year_factor"
"AF18",2018-03-10,"2018-01-10",2018-01-10,"246678392","Analytics>Forward 2018",2018,2018-01-21,0,8,48,21,1,2020-01-21,128,"2018"
"AF18",2018-03-10,"2018-01-10",2018-01-10,"246678392","Analytics>Forward 2018",2018,2018-01-22,0,8,47,22,1,2020-01-22,128,"2018"
"AF18",2018-03-10,"2018-01-10",2018-01-10,"246678392","Analytics>Forward 2018",2018,2018-01-23,0,8,46,23,1,2020-01-23,128,"2018"
"AF18",2018-03-10,"2018-01-10",2018-01-10,"246678392","Analytics>Forward 2018",2018,2018-01-24,1,9,45,24,1,2020-01-24,128,"2018"
"AF18",2018-03-10,"2018-01-10",2018-01-10,"246678392","Analytics>Forward 2018",2018,2018-01-25,2,11,44,25,1,2020-01-25,128,"2018"
"AF18",2018-03-10,"2018-01-10",2018-01-10,"246678392","Analytics>Forward 2018",2018,2018-01-26,0,11,43,26,1,2020-01-26,128,"2018"
"AF18",2018-03-10,"2018-01-10",2018-01-10,"246678392","Analytics>Forward 2018",2018,2018-01-27,1,12,42,27,1,2020-01-27,128,"2018"
"AF18",2018-03-10,"2018-01-10",2018-01-10,"246678392","Analytics>Forward 2018",2018,2018-01-28,1,13,41,28,1,2020-01-28,128,"2018"
"AF18",2018-03-10,"2018-01-10",2018-01-10,"246678392","Analytics>Forward 2018",2018,2018-01-29,9,22,40,29,1,2020-01-29,128,"2018"
"AF18",2018-03-10,"2018-01-10",2018-01-10,"246678392","Analytics>Forward 2018",2018,2018-01-30,1,23,39,30,1,2020-01-30,128,"2018"
"AF18",2018-03-10,"2018-01-10",2018-01-10,"246678392","Analytics>Forward 2018",2018,2018-01-31,2,25,38,31,1,2020-01-31,128,"2018"
"AF18",2018-03-10,"2018-01-10",2018-01-10,"246678392","Analytics>Forward 2018",2018,2018-02-01,3,28,37,1,2,2020-02-01,128,"2018"
"AF18",2018-03-10,"2018-01-10",2018-01-10,"246678392","Analytics>Forward 2018",2018,2018-02-02,1,29,36,2,2,2020-02-02,128,"2018"
"AF18",2018-03-10,"2018-01-10",2018-01-10,"246678392","Analytics>Forward 2018",2018,2018-02-03,0,29,35,3,2,2020-02-03,128,"2018"
"AF18",2018-03-10,"2018-01-10",2018-01-10,"246678392","Analytics>Forward 2018",2018,2018-02-04,3,32,34,4,2,2020-02-04,128,"2018"
"AF18",2018-03-10,"2018-01-10",2018-01-10,"246678392","Analytics>Forward 2018",2018,2018-02-05,4,36,33,5,2,2020-02-05,128,"2018"
"AF18",2018-03-10,"2018-01-10",2018-01-10,"246678392","Analytics>Forward 2018",2018,2018-02-06,1,37,32,6,2,2020-02-06,128,"2018"
"AF18",2018-03-10,"2018-01-10",2018-01-10,"246678392","Analytics>Forward 2018",2018,2018-02-07,3,40,31,7,2,2020-02-07,128,"2018"
"AF18",2018-03-10,"2018-01-10",2018-01-10,"246678392","Analytics>Forward 2018",2018,2018-02-08,3,43,30,8,2,2020-02-08,128,"2018"
"AF18",2018-03-10,"2018-01-10",2018-01-10,"246678392","Analytics>Forward 2018",2018,2018-02-09,1,44,29,9,2,2020-02-09,128,"2018"
"AF18",2018-03-10,"2018-01-10",2018-01-10,"246678392","Analytics>Forward 2018",2018,2018-02-10,0,44,28,10,2,2020-02-10,128,"2018"
"AF18",2018-03-10,"2018-01-10",2018-01-10,"246678392","Analytics>Forward 2018",2018,2018-02-11,0,44,27,11,2,2020-02-11,128,"2018"
"AF18",2018-03-10,"2018-01-10",2018-01-10,"246678392","Analytics>Forward 2018",2018,2018-02-12,1,45,26,12,2,2020-02-12,128,"2018"
"AF18",2018-03-10,"2018-01-10",2018-01-10,"246678392","Analytics>Forward 2018",2018,2018-02-13,5,50,25,13,2,2020-02-13,128,"2018"
"AF18",2018-03-10,"2018-01-10",2018-01-10,"246678392","Analytics>Forward 2018",2018,2018-02-14,5,55,24,14,2,2020-02-14,128,"2018"
"AF18",2018-03-10,"2018-01-10",2018-01-10,"246678392","Analytics>Forward 2018",2018,2018-02-15,4,59,23,15,2,2020-02-15,128,"2018"
"AF18",2018-03-10,"2018-01-10",2018-01-10,"246678392","Analytics>Forward 2018",2018,2018-02-16,3,62,22,16,2,2020-02-16,128,"2018"
"AF18",2018-03-10,"2018-01-10",2018-01-10,"246678392","Analytics>Forward 2018",2018,2018-02-17,0,62,21,17,2,2020-02-17,128,"2018"
"AF18",2018-03-10,"2018-01-10",2018-01-10,"246678392","Analytics>Forward 2018",2018,2018-02-18,1,63,20,18,2,2020-02-18,128,"2018"
"AF18",2018-03-10,"2018-01-10",2018-01-10,"246678392","Analytics>Forward 2018",2018,2018-02-19,2,65,19,19,2,2020-02-19,128,"2018"
"AF18",2018-03-10,"2018-01-10",2018-01-10,"246678392","Analytics>Forward 2018",2018,2018-02-20,8,73,18,20,2,2020-02-20,128,"2018"
"AF18",2018-03-10,"2018-01-10",2018-01-10,"246678392","Analytics>Forward 2018",2018,2018-02-21,5,78,17,21,2,2020-02-21,128,"2018"
"AF18",2018-03-10,"2018-01-10",2018-01-10,"246678392","Analytics>Forward 2018",2018,2018-02-22,2,80,16,22,2,2020-02-22,128,"2018"
"AF18",2018-03-10,"2018-01-10",2018-01-10,"246678392","Analytics>Forward 2018",2018,2018-02-23,2,82,15,23,2,2020-02-23,128,"2018"
"AF18",2018-03-10,"2018-01-10",2018-01-10,"246678392","Analytics>Forward 2018",2018,2018-02-24,3,85,14,24,2,2020-02-24,128,"2018"
"AF18",2018-03-10,"2018-01-10",2018-01-10,"246678392","Analytics>Forward 2018",2018,2018-02-25,1,86,13,25,2,2020-02-25,128,"2018"
"AF18",2018-03-10,"2018-01-10",2018-01-10,"246678392","Analytics>Forward 2018",2018,2018-02-26,1,87,12,26,2,2020-02-26,128,"2018"
"AF18",2018-03-10,"2018-01-10",2018-01-10,"246678392","Analytics>Forward 2018",2018,2018-02-27,5,92,11,27,2,2020-02-27,128,"2018"
"AF18",2018-03-10,"2018-01-10",2018-01-10,"246678392","Analytics>Forward 2018",2018,2018-02-28,1,93,10,28,2,2020-02-28,128,"2018"
"AF18",2018-03-10,"2018-01-10",2018-01-10,"246678392","Analytics>Forward 2018",2018,2018-03-01,4,97,9,1,3,2020-03-01,128,"2018"
"AF18",2018-03-10,"2018-01-10",2018-01-10,"246678392","Analytics>Forward 2018",2018,2018-03-02,6,103,8,2,3,2020-03-02,128,"2018"
"AF18",2018-03-10,"2018-01-10",2018-01-10,"246678392","Analytics>Forward 2018",2018,2018-03-03,4,107,7,3,3,2020-03-03,128,"2018"
"AF18",2018-03-10,"2018-01-10",2018-01-10,"246678392","Analytics>Forward 2018",2018,2018-03-04,5,112,6,4,3,2020-03-04,128,"2018"
"AF18",2018-03-10,"2018-01-10",2018-01-10,"246678392","Analytics>Forward 2018",2018,2018-03-05,6,118,5,5,3,2020-03-05,128,"2018"
"AF18",2018-03-10,"2018-01-10",2018-01-10,"246678392","Analytics>Forward 2018",2018,2018-03-06,10,128,4,6,3,2020-03-06,128,"2018"
"AF18",2018-03-10,"2018-01-10",2018-01-10,"246678392","Analytics>Forward 2018",2018,2018-03-07,11,139,3,7,3,2020-03-07,128,"2018"
"AF18",2018-03-10,"2018-01-10",2018-01-10,"246678392","Analytics>Forward 2018",2018,2018-03-08,11,150,2,8,3,2020-03-08,128,"2018"
"AF18",2018-03-10,"2018-01-10",2018-01-10,"246678392","Analytics>Forward 2018",2018,2018-03-09,7,157,1,9,3,2020-03-09,128,"2018"
"AF19",2019-03-09,"2019-01-17",2019-01-31,"258165094","Analytics>Forward 2019",2019,2019-01-31,19,19,37,31,1,2020-01-31,122,"2019"
"AF19",2019-03-09,"2019-01-17",2019-01-31,"258165094","Analytics>Forward 2019",2019,2019-02-01,2,21,36,1,2,2020-02-01,122,"2019"
"AF19",2019-03-09,"2019-01-17",2019-01-31,"258165094","Analytics>Forward 2019",2019,2019-02-02,5,26,35,2,2,2020-02-02,122,"2019"
"AF19",2019-03-09,"2019-01-17",2019-01-31,"258165094","Analytics>Forward 2019",2019,2019-02-03,4,30,34,3,2,2020-02-03,122,"2019"
"AF19",2019-03-09,"2019-01-17",2019-01-31,"258165094","Analytics>Forward 2019",2019,2019-02-04,2,32,33,4,2,2020-02-04,122,"2019"
"AF19",2019-03-09,"2019-01-17",2019-01-31,"258165094","Analytics>Forward 2019",2019,2019-02-05,2,34,32,5,2,2020-02-05,122,"2019"
"AF19",2019-03-09,"2019-01-17",2019-01-31,"258165094","Analytics>Forward 2019",2019,2019-02-06,0,34,31,6,2,2020-02-06,122,"2019"
"AF19",2019-03-09,"2019-01-17",2019-01-31,"258165094","Analytics>Forward 2019",2019,2019-02-07,6,40,30,7,2,2020-02-07,122,"2019"
"AF19",2019-03-09,"2019-01-17",2019-01-31,"258165094","Analytics>Forward 2019",2019,2019-02-08,1,41,29,8,2,2020-02-08,122,"2019"
"AF19",2019-03-09,"2019-01-17",2019-01-31,"258165094","Analytics>Forward 2019",2019,2019-02-09,1,42,28,9,2,2020-02-09,122,"2019"
"AF19",2019-03-09,"2019-01-17",2019-01-31,"258165094","Analytics>Forward 2019",2019,2019-02-10,1,43,27,10,2,2020-02-10,122,"2019"
"AF19",2019-03-09,"2019-01-17",2019-01-31,"258165094","Analytics>Forward 2019",2019,2019-02-11,2,45,26,11,2,2020-02-11,122,"2019"
"AF19",2019-03-09,"2019-01-17",2019-01-31,"258165094","Analytics>Forward 2019",2019,2019-02-12,2,47,25,12,2,2020-02-12,122,"2019"
"AF19",2019-03-09,"2019-01-17",2019-01-31,"258165094","Analytics>Forward 2019",2019,2019-02-13,2,49,24,13,2,2020-02-13,122,"2019"
"AF19",2019-03-09,"2019-01-17",2019-01-31,"258165094","Analytics>Forward 2019",2019,2019-02-14,1,50,23,14,2,2020-02-14,122,"2019"
"AF19",2019-03-09,"2019-01-17",2019-01-31,"258165094","Analytics>Forward 2019",2019,2019-02-15,3,53,22,15,2,2020-02-15,122,"2019"
"AF19",2019-03-09,"2019-01-17",2019-01-31,"258165094","Analytics>Forward 2019",2019,2019-02-16,0,53,21,16,2,2020-02-16,122,"2019"
"AF19",2019-03-09,"2019-01-17",2019-01-31,"258165094","Analytics>Forward 2019",2019,2019-02-17,0,53,20,17,2,2020-02-17,122,"2019"
"AF19",2019-03-09,"2019-01-17",2019-01-31,"258165094","Analytics>Forward 2019",2019,2019-02-18,3,56,19,18,2,2020-02-18,122,"2019"
"AF19",2019-03-09,"2019-01-17",2019-01-31,"258165094","Analytics>Forward 2019",2019,2019-02-19,7,63,18,19,2,2020-02-19,122,"2019"
"AF19",2019-03-09,"2019-01-17",2019-01-31,"258165094","Analytics>Forward 2019",2019,2019-02-20,5,68,17,20,2,2020-02-20,122,"2019"
"AF19",2019-03-09,"2019-01-17",2019-01-31,"258165094","Analytics>Forward 2019",2019,2019-02-21,0,68,16,21,2,2020-02-21,122,"2019"
"AF19",2019-03-09,"2019-01-17",2019-01-31,"258165094","Analytics>Forward 2019",2019,2019-02-22,0,68,15,22,2,2020-02-22,122,"2019"
"AF19",2019-03-09,"2019-01-17",2019-01-31,"258165094","Analytics>Forward 2019",2019,2019-02-23,2,70,14,23,2,2020-02-23,122,"2019"
"AF19",2019-03-09,"2019-01-17",2019-01-31,"258165094","Analytics>Forward 2019",2019,2019-02-24,2,72,13,24,2,2020-02-24,122,"2019"
"AF19",2019-03-09,"2019-01-17",2019-01-31,"258165094","Analytics>Forward 2019",2019,2019-02-25,2,74,12,25,2,2020-02-25,122,"2019"
"AF19",2019-03-09,"2019-01-17",2019-01-31,"258165094","Analytics>Forward 2019",2019,2019-02-26,9,83,11,26,2,2020-02-26,122,"2019"
"AF19",2019-03-09,"2019-01-17",2019-01-31,"258165094","Analytics>Forward 2019",2019,2019-02-27,9,92,10,27,2,2020-02-27,122,"2019"
"AF19",2019-03-09,"2019-01-17",2019-01-31,"258165094","Analytics>Forward 2019",2019,2019-02-28,8,100,9,28,2,2020-02-28,122,"2019"
"AF19",2019-03-09,"2019-01-17",2019-01-31,"258165094","Analytics>Forward 2019",2019,2019-03-01,3,103,8,1,3,2020-03-01,122,"2019"
"AF19",2019-03-09,"2019-01-17",2019-01-31,"258165094","Analytics>Forward 2019",2019,2019-03-02,1,104,7,2,3,2020-03-02,122,"2019"
"AF19",2019-03-09,"2019-01-17",2019-01-31,"258165094","Analytics>Forward 2019",2019,2019-03-03,5,109,6,3,3,2020-03-03,122,"2019"
"AF19",2019-03-09,"2019-01-17",2019-01-31,"258165094","Analytics>Forward 2019",2019,2019-03-04,8,117,5,4,3,2020-03-04,122,"2019"
"AF19",2019-03-09,"2019-01-17",2019-01-31,"258165094","Analytics>Forward 2019",2019,2019-03-05,5,122,4,5,3,2020-03-05,122,"2019"
"AF19",2019-03-09,"2019-01-17",2019-01-31,"258165094","Analytics>Forward 2019",2019,2019-03-06,6,128,3,6,3,2020-03-06,122,"2019"
"AF19",2019-03-09,"2019-01-17",2019-01-31,"258165094","Analytics>Forward 2019",2019,2019-03-07,9,137,2,7,3,2020-03-07,122,"2019"
"AF19",2019-03-09,"2019-01-17",2019-01-31,"258165094","Analytics>Forward 2019",2019,2019-03-08,15,152,1,8,3,2020-03-08,122,"2019"
"AF19",2019-03-09,"2019-01-17",2019-01-31,"258165094","Analytics>Forward 2019",2019,2019-03-09,1,153,0,9,3,2020-03-09,122,"2019"
"AF20",2020-03-14,"2020-01-27",2020-02-06,"268240446","Analytics>Forward 2020",2020,2020-02-06,18,18,37,6,2,2020-02-06,100,"2020"
"AF20",2020-03-14,"2020-01-27",2020-02-06,"268240446","Analytics>Forward 2020",2020,2020-02-07,1,19,36,7,2,2020-02-07,100,"2020"
"AF20",2020-03-14,"2020-01-27",2020-02-06,"268240446","Analytics>Forward 2020",2020,2020-02-08,5,24,35,8,2,2020-02-08,100,"2020"
"AF20",2020-03-14,"2020-01-27",2020-02-06,"268240446","Analytics>Forward 2020",2020,2020-02-09,5,29,34,9,2,2020-02-09,100,"2020"
"AF20",2020-03-14,"2020-01-27",2020-02-06,"268240446","Analytics>Forward 2020",2020,2020-02-10,7,36,33,10,2,2020-02-10,100,"2020"
"AF20",2020-03-14,"2020-01-27",2020-02-06,"268240446","Analytics>Forward 2020",2020,2020-02-11,4,40,32,11,2,2020-02-11,100,"2020"
"AF20",2020-03-14,"2020-01-27",2020-02-06,"268240446","Analytics>Forward 2020",2020,2020-02-12,1,41,31,12,2,2020-02-12,100,"2020"
"AF20",2020-03-14,"2020-01-27",2020-02-06,"268240446","Analytics>Forward 2020",2020,2020-02-13,0,41,30,13,2,2020-02-13,100,"2020"
"AF20",2020-03-14,"2020-01-27",2020-02-06,"268240446","Analytics>Forward 2020",2020,2020-02-14,3,44,29,14,2,2020-02-14,100,"2020"
"AF20",2020-03-14,"2020-01-27",2020-02-06,"268240446","Analytics>Forward 2020",2020,2020-02-15,2,46,28,15,2,2020-02-15,100,"2020"
"AF20",2020-03-14,"2020-01-27",2020-02-06,"268240446","Analytics>Forward 2020",2020,2020-02-16,2,48,27,16,2,2020-02-16,100,"2020"
"AF20",2020-03-14,"2020-01-27",2020-02-06,"268240446","Analytics>Forward 2020",2020,2020-02-17,4,52,26,17,2,2020-02-17,100,"2020"
"AF20",2020-03-14,"2020-01-27",2020-02-06,"268240446","Analytics>Forward 2020",2020,2020-02-18,1,53,25,18,2,2020-02-18,100,"2020"
"AF20",2020-03-14,"2020-01-27",2020-02-06,"268240446","Analytics>Forward 2020",2020,2020-02-19,2,55,24,19,2,2020-02-19,100,"2020"
"AF20",2020-03-14,"2020-01-27",2020-02-06,"268240446","Analytics>Forward 2020",2020,2020-02-20,3,58,23,20,2,2020-02-20,100,"2020"
"AF20",2020-03-14,"2020-01-27",2020-02-06,"268240446","Analytics>Forward 2020",2020,2020-02-21,2,60,22,21,2,2020-02-21,100,"2020"
"AF20",2020-03-14,"2020-01-27",2020-02-06,"268240446","Analytics>Forward 2020",2020,2020-02-22,1,61,21,22,2,2020-02-22,100,"2020"
"AF20",2020-03-14,"2020-01-27",2020-02-06,"268240446","Analytics>Forward 2020",2020,2020-02-23,0,61,20,23,2,2020-02-23,100,"2020"
"AF20",2020-03-14,"2020-01-27",2020-02-06,"268240446","Analytics>Forward 2020",2020,2020-02-24,1,62,19,24,2,2020-02-24,100,"2020"
"AF20",2020-03-14,"2020-01-27",2020-02-06,"268240446","Analytics>Forward 2020",2020,2020-02-25,5,67,18,25,2,2020-02-25,100,"2020"
"AF20",2020-03-14,"2020-01-27",2020-02-06,"268240446","Analytics>Forward 2020",2020,2020-02-26,6,73,17,26,2,2020-02-26,100,"2020"
"AF20",2020-03-14,"2020-01-27",2020-02-06,"268240446","Analytics>Forward 2020",2020,2020-02-27,1,74,16,27,2,2020-02-27,100,"2020"
"AF20",2020-03-14,"2020-01-27",2020-02-06,"268240446","Analytics>Forward 2020",2020,2020-02-28,1,75,15,28,2,2020-02-28,100,"2020"
"AF20",2020-03-14,"2020-01-27",2020-02-06,"268240446","Analytics>Forward 2020",2020,2020-02-29,1,76,14,29,2,2020-02-29,100,"2020"
"AF20",2020-03-14,"2020-01-27",2020-02-06,"268240446","Analytics>Forward 2020",2020,2020-03-01,0,76,13,1,3,2020-03-01,100,"2020"
"AF20",2020-03-14,"2020-01-27",2020-02-06,"268240446","Analytics>Forward 2020",2020,2020-03-02,1,77,12,2,3,2020-03-02,100,"2020"
"AF20",2020-03-14,"2020-01-27",2020-02-06,"268240446","Analytics>Forward 2020",2020,2020-03-03,5,82,11,3,3,2020-03-03,100,"2020"
"AF20",2020-03-14,"2020-01-27",2020-02-06,"268240446","Analytics>Forward 2020",2020,2020-03-04,3,85,10,4,3,2020-03-04,100,"2020"
"AF20",2020-03-14,"2020-01-27",2020-02-06,"268240446","Analytics>Forward 2020",2020,2020-03-05,3,88,9,5,3,2020-03-05,100,"2020"
"AF20",2020-03-14,"2020-01-27",2020-02-06,"268240446","Analytics>Forward 2020",2020,2020-03-06,2,90,8,6,3,2020-03-06,100,"2020"
"AF20",2020-03-14,"2020-01-27",2020-02-06,"268240446","Analytics>Forward 2020",2020,2020-03-07,2,92,7,7,3,2020-03-07,100,"2020"
"AF20",2020-03-14,"2020-01-27",2020-02-06,"268240446","Analytics>Forward 2020",2020,2020-03-08,5,97,6,8,3,2020-03-08,100,"2020"
"AF20",2020-03-14,"2020-01-27",2020-02-06,"268240446","Analytics>Forward 2020",2020,2020-03-09,3,100,5,9,3,2020-03-09,100,"2020"
"AF20",2020-03-14,"2020-01-27",2020-02-06,"268240446","Analytics>Forward 2020",2020,2020-03-10,0,100,4,10,3,2020-03-10,100,"2020"
